Regional Area,Program Code,Project,Project Contact,Species,Run,Stock,Stock CU Index,Stock CU Name,Stock Stat Area,Objective,Production Strategy Level,Egg Target,Production Activity Type,Release/ Transfer Stage,Release Site/ Transfer Project,Release/Transfer Facility,Release Stat Area,Release/ Transfer Target,Mark Type,Clip Type,Target # to Mark,Target Status,Licence NOT Held By SEP,Comment,Data Status (SPA Internal)
BC North Coast,PIP,Salmon Unltd Soc,CA - Haida Gwaii,Coho,Fall,Loon Lk Cr,,,01,Stewardship,Primary,0,Release,Fed Fry,Loon Lk Cr,Loon Creek/ QCI H,01,36000,,,,,,,Preliminary
BC North Coast,PIP,Skeena Meadows,CA - Smithers & Northwestern BC,Coho,Summer,Comeau Cr,CO-33,MIDDLE SKEENA,04,Stewardship,Primary,11000,Release,Fed Fry,Comeau Cr,Skeena Meadows H,04,10000,,,,,,,Preliminary
BC North Coast,OPS,Snootli Cr,WEM - Snootli Creek Hatchery,Chinook,Spring,Chilcotin R,CK-10,MIDDLE FRASER RIVER_SP_1.3,29G,Assessment,Primary,0,Release,Fed Fry,Chilcotin R,Snootli Creek H,29G,40000,,,,,,2020: Added to production plan as a place holder for pilot indicator program. Currently no rearing space available.  Discussions ongoing.,Preliminary
BC North Coast,OPS,Snootli Cr,WEM - Snootli Creek Hatchery,Chinook,Spring,Chilcotin R,CK-10,MIDDLE FRASER RIVER_SP_1.3,29G,Assessment,Primary,50000,Release,Fed Fry,Chilcotin R,Snootli Creek H,29G,40000,,,,,,2020: Added to production plan as a place holder for pilot indicator program. Currently no rearing space available.  Discussions ongoing.,Preliminary
BC North Coast,OPS,Snootli Cr,WEM - Snootli Creek Hatchery,Chinook,Summer,Atnarko R Low,CK-39,BELLA COOLA-BENTINCK,08,Assessment/Harvest,Primary,1050000,Release,Smolt 0+,Atnarko R Low,Snootli Creek H,08,950000,Coded Wire Tag,AD,200000,,,"If egg targets for either the upper or lower Atnarko can not be reached, extra eggs may be taken from the other reach.",Preliminary
BC North Coast,OPS,Snootli Cr,WEM - Snootli Creek Hatchery,Chinook,Summer,Atnarko R Low,CK-39,BELLA COOLA-BENTINCK,08,Assessment/Harvest,Primary,0,Release,Smolt 0+,Atnarko R Low,Snootli Creek H,08,0,Parentage-based Tagging,N/A,950000,,,,Preliminary
BC North Coast,OPS,Snootli Cr,WEM - Snootli Creek Hatchery,Chinook,Summer,Atnarko R Up,CK-39,BELLA COOLA-BENTINCK,08,Assessment/Harvest,Primary,1050000,Release,Smolt 0+,Atnarko R Up,Snootli Creek H,08,950000,Coded Wire Tag,AD,200000,,,"If egg targets for either the upper or lower Atnarko can not be reached, extra eggs may be taken from the other reach.",Preliminary
BC North Coast,OPS,Snootli Cr,WEM - Snootli Creek Hatchery,Chinook,Summer,Atnarko R Up,CK-39,BELLA COOLA-BENTINCK,08,Assessment/Harvest,Primary,0,Release,Smolt 0+,Atnarko R Up,Snootli Creek H,08,0,Parentage-based Tagging,N/A,950000,,,,Preliminary
BC North Coast,OPS,Snootli Cr,WEM - Snootli Creek Hatchery,Chinook,Summer,Chilko R,CK-11,MIDDLE FRASER RIVER_SU_1.3,29G,Assessment,Alternate,150000,Release,Smolt 1+,Chilko R,Snootli Creek H,29G,150000,,,,,,Alternate rearing site if hatchery rebuilding is complete.,Preliminary
BC South Coast,DPI,Sooke R,"CA - Lower Van Is, Cowichan R & southern Gulf Islands",Chinook,Fall,Sooke R,CK-31,WEST VANCOUVER ISLAND-SOUTH_FA_0.x,20,Rebuilding,Primary,0,Release,Smolt 0+,Sooke R,Sooke River H,20,225000,Parentage-based Tagging,N/A,225000,,,2021: Discussion needed about enhancement objectives for Sooke R Chinook and strategies needed to achieve the objectives.,Planning
BC South Coast,DPI,Sooke R,"CA - Lower Van Is, Cowichan R & southern Gulf Islands",Chinook,Fall,Sooke R,CK-31,WEST VANCOUVER ISLAND-SOUTH_FA_0.x,20,Rebuilding,Primary,250000,Release,Smolt 0+,Sooke R,Sooke River H,20,0,Thermal,N/A,225000,,,,Planning
BC South Coast,DPI,Tofino,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Chinook,Fall,Bedwell R,CK-31,WEST VANCOUVER ISLAND-SOUTH_FA_0.x,24,Rebuilding,Primary,85000,Release,Seapen 0+,Bedwell Est,Tofino H,24,85000,Fin Clip,AD,85000,,,,Planning
BC South Coast,DPI,Tofino,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Chinook,Fall,Bedwell R,CK-31,WEST VANCOUVER ISLAND-SOUTH_FA_0.x,24,Rebuilding,Primary,0,Release,Seapen 0+,Bedwell Est,Tofino H,24,0,Parentage-based Tagging,N/A,85000,,,,Planning
BC North Coast,OPS,Snootli Cr,WEM - Snootli Creek Hatchery,Chum,Fall,Atnarko R,,,08,Conservation,Primary,50000,Release,Fed Fry,Atnarko R,Snootli Creek H,08,40000,,,,,,,Preliminary
BC North Coast,OPS,Snootli Cr,WEM - Snootli Creek Hatchery,Chum,Summer,Fish Cr+Airport Ch,CM-17,BELLA COOLA RIVER-LATE,08,Harvest,Primary,1800000,Release,Fed Fry,Fish Cr+Airport Ch,Snootli Creek H,08,1656000,Thermal,N/A,1656000,,,"If egg targets can not be met on any of the 4 tributaries, excess eggs may be taken to make up the shortfall. Overall egg target between the 4 chum stocks will not excess 7.2M. Excess eggs will be taken in lots up to 900K.",Preliminary
BC North Coast,OPS,Snootli Cr,WEM - Snootli Creek Hatchery,Chum,Summer,Saloompt R,CM-16,BELLA COOLA-DEAN RIVERS,08,Harvest,Primary,1800000,Release,Fed Fry,Saloompt R,Snootli Creek H,08,1656000,Thermal,N/A,1656000,,,"If egg targets can not be met on any of the 4 tributaries, excess eggs may be taken to make up the shortfall. Overall egg target between the 4 chum stocks will not excess 7.2M. Excess eggs will be taken in lots up to 900K.",Preliminary
BC North Coast,OPS,Snootli Cr,WEM - Snootli Creek Hatchery,Chum,Summer,Snootli Cr,CM-17,BELLA COOLA RIVER-LATE,08,Harvest,Primary,0,Release,Fed Fry,Snootli Cr,Snootli Creek H,08,1656000,Fin Clip,AD,100000,,,"If egg targets can not be met on any of the 4 tributaries, excess eggs may be taken to make up the shortfall. Overall egg target between the 4 chum stocks will not excess 7.2M. Excess eggs will be taken in lots up to 900K.",Preliminary
BC North Coast,OPS,Snootli Cr,WEM - Snootli Creek Hatchery,Chum,Summer,Snootli Cr,CM-17,BELLA COOLA RIVER-LATE,08,Harvest,Primary,1800000,Release,Fed Fry,Snootli Cr,Snootli Creek H,08,0,Thermal,N/A,1656000,,,,Preliminary
BC North Coast,OPS,Snootli Cr,WEM - Snootli Creek Hatchery,Chum,Summer,Thorsen Cr/CCST,CM-16,BELLA COOLA-DEAN RIVERS,08,Harvest,Primary,1800000,Release,Fed Fry,Thorsen Cr/CCST,Snootli Creek H,08,1656000,Thermal,N/A,1656000,,,"If egg targets can not be met on any of the 4 tributaries, excess eggs may be taken to make up the shortfall. Overall egg target between the 4 chum stocks will not excess 7.2M. Excess eggs will be taken in lots up to 900K.",Preliminary
BC North Coast,OPS,Snootli Cr,WEM - Snootli Creek Hatchery,Coho,Fall,Saloompt R,CO-22,BELLA COOLA-DEAN RIVERS,08,,Primary,4000,Transfer Out,Egg,Central Coast Sch,Central Coast Schools,,4000,,,,,,,Preliminary
BC North Coast,OPS,Snootli Cr,WEM - Snootli Creek Hatchery,Coho,Fall,Snootli Cr,CO-22,BELLA COOLA-DEAN RIVERS,08,,Alternate,4000,Transfer Out,Egg,Central Coast Sch,Central Coast Schools,,4000,,,,,,,Preliminary
BC North Coast,OPS,Snootli Cr,WEM - Snootli Creek Hatchery,Coho,Fall,Thorsen Cr/CCST,CO-22,BELLA COOLA-DEAN RIVERS,08,,Primary,4000,Transfer Out,Egg,Central Coast Sch,Central Coast Schools,,4000,,,,,,,Preliminary
BC South Coast,DPI,Tofino,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Chinook,Fall,Bedwell R,CK-31,WEST VANCOUVER ISLAND-SOUTH_FA_0.x,24,Rebuilding,Alternate,85000,Release,Smolt 0+,Bedwell R,Tofino H,24,85000,,,,,,"Either seapen or river release, all clipped.",Planning
BC South Coast,DPI,Tofino,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Chinook,Fall,Cypre R,CK-31,WEST VANCOUVER ISLAND-SOUTH_FA_0.x,24,Rebuilding,Primary,160000,Release,Smolt 0+,Cypre R,Tofino H,24,160000,Parentage-based Tagging,N/A,160000,,,,Planning
BC South Coast,DPI,Tofino,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Chinook,Fall,Tranquil Cr,CK-31,WEST VANCOUVER ISLAND-SOUTH_FA_0.x,24,Rebuilding,Primary,70000,Release,Smolt 0+,Tranquil Cr,Tofino H,24,65000,Parentage-based Tagging,N/A,65000,,,,Planning
BC North Coast,OPS,Snootli Cr,WEM - Snootli Creek Hatchery,Chinook,Summer,Nusatsum R,CK-39,BELLA COOLA-BENTINCK,08,Rebuilding,Primary,0,Release,Smolt 0+,Nusatsum R,Snootli Creek H,08,50000,Coded Wire Tag,AD,50000,,,,Preliminary
BC North Coast,OPS,Snootli Cr,WEM - Snootli Creek Hatchery,Chinook,Summer,Nusatsum R,CK-39,BELLA COOLA-BENTINCK,08,Rebuilding,Primary,65000,Release,Smolt 0+,Nusatsum R,Snootli Creek H,08,0,Parentage-based Tagging,N/A,50000,,,,Preliminary
BC North Coast,OPS,Snootli Cr,WEM - Snootli Creek Hatchery,Chinook,Summer,Saloompt R,CK-39,BELLA COOLA-BENTINCK,08,Rebuilding,Primary,65000,Release,Smolt 0+,Saloompt R,Snootli Creek H,08,50000,Coded Wire Tag,AD,50000,,,,Preliminary
BC North Coast,OPS,Snootli Cr,WEM - Snootli Creek Hatchery,Chinook,Summer,Saloompt R,CK-39,BELLA COOLA-BENTINCK,08,Rebuilding,Primary,0,Release,Smolt 0+,Saloompt R,Snootli Creek H,08,0,Parentage-based Tagging,N/A,50000,,,,Preliminary
BC South Coast,OPS,Quinsam R,WEM - Quinsam River Hatchery,Chinook,Fall,Quinsam R,CK-29,EAST VANCOUVER ISLAND-NORTH_FA_0.x,13,Rebuilding,Primary,0,Release,Unfed,Campbell R,Campbell R Estuary Restor,13,884000,Parentage-based Tagging,N/A,884000,,,,Planning
BC North Coast,DPI,Terrace,CA - Northern Interior & N Coast,Chinook,Summer,Kitsum Abv Canyon,CK-50,KALUM-LATE TIMING,04,Assessment,Primary,150000,Release,Fed Fry,Kitsum Abv Canyon,Deep Creek/ SKNA H,04,100000,Coded Wire Tag,AD,100000,,,,Preliminary
BC North Coast,DPI,Terrace,CA - Northern Interior & N Coast,Chinook,Summer,Kitsum Abv Canyon,CK-50,KALUM-LATE TIMING,04,Assessment,Primary,0,Release,Fed Fry,Kitsum Abv Canyon,Deep Creek/ SKNA H,04,0,Parentage-based Tagging,N/A,100000,,,,Preliminary
BC North Coast,DPI,Terrace,CA - Northern Interior & N Coast,Chinook,Summer,Kitsum Abv Canyon,CK-50,KALUM-LATE TIMING,04,Assessment,Primary,0,Release,Smolt 1+,Kitsum Abv Canyon,Deep Creek/ SKNA H,04,30000,Coded Wire Tag,AD,30000,,,,Preliminary
BC North Coast,DPI,Terrace,CA - Northern Interior & N Coast,Chinook,Summer,Kitsum Abv Canyon,CK-50,KALUM-LATE TIMING,04,Assessment,Primary,0,Release,Smolt 1+,Kitsum Abv Canyon,Deep Creek/ SKNA H,04,0,Parentage-based Tagging,N/A,30000,,,,Preliminary
BC North Coast,DPI,Terrace,CA - Northern Interior & N Coast,Chinook,Summer,Kitsum Bel Canyon,CK-50,KALUM-LATE TIMING,04,,Primary,150300,Transfer Out,Egg,Coast Mtn (Terrace) Sch,Terrace Schools,,300,,,,,,,Preliminary
BC North Coast,DPI,Terrace,CA - Northern Interior & N Coast,Chinook,Summer,Kitsum Bel Canyon,CK-50,KALUM-LATE TIMING,04,Assessment,Primary,0,Release,Fed Fry,Kitsum Bel Canyon,Deep Creek/ SKNA H,04,100000,Coded Wire Tag,AD,100000,,,,Preliminary
BC North Coast,DPI,Terrace,CA - Northern Interior & N Coast,Chinook,Summer,Kitsum Bel Canyon,CK-50,KALUM-LATE TIMING,04,Assessment,Primary,0,Release,Fed Fry,Kitsum Bel Canyon,Deep Creek/ SKNA H,04,0,Parentage-based Tagging,N/A,100000,,,,Preliminary
BC North Coast,DPI,Terrace,CA - Northern Interior & N Coast,Chinook,Summer,Kitsum Bel Canyon,CK-50,KALUM-LATE TIMING,04,Assessment,Primary,0,Release,Smolt 1+,Kitsum Bel Canyon,Deep Creek/ SKNA H,04,30000,Coded Wire Tag,AD,30000,,,,Preliminary
BC North Coast,DPI,Terrace,CA - Northern Interior & N Coast,Chinook,Summer,Kitsum Bel Canyon,CK-50,KALUM-LATE TIMING,04,Assessment,Primary,0,Release,Smolt 1+,Kitsum Bel Canyon,Deep Creek/ SKNA H,04,0,Parentage-based Tagging,N/A,30000,,,,Preliminary
BC North Coast,DPI,Terrace,CA - Northern Interior & N Coast,Coho,Fall,Deep Cr/SKNA,CO-32,LOWER SKEENA,04,,Alternate,1500,Transfer Out,Egg,Coast Mtn (Terrace) Sch,Terrace Schools,,1500,,,,,,,Preliminary
BC North Coast,CDP,Toboggan Cr,CA - Smithers & Northwestern BC,Chinook,Spring,Bulkley R Up,CK-55,UPPER BULKLEY RIVER,04,Conservation,Primary,40000,Release,Smolt 1+,Bulkley R Up,Toboggan Creek H,04,35000,Coded Wire Tag,AD,35000,In Season,,,Preliminary
BC North Coast,CDP,Toboggan Cr,CA - Smithers & Northwestern BC,Coho,Summer,Toboggan Cr,CO-33,MIDDLE SKEENA,04,,Primary,52000,Transfer Out,Egg,Bulkley Val Sch,Bulkley Valley Schools,,1300,,,,,,,Preliminary
BC North Coast,CDP,Toboggan Cr,CA - Smithers & Northwestern BC,Coho,Summer,Toboggan Cr,CO-33,MIDDLE SKEENA,04,Stewardship,Primary,0,Release,Unfed,Kathlyn Lk,Toboggan Creek H,04,15000,Parentage-based Tagging,N/A,15000,,,,Preliminary
BC North Coast,CDP,Toboggan Cr,CA - Smithers & Northwestern BC,Coho,Summer,Toboggan Cr,CO-33,MIDDLE SKEENA,04,Assessment,Primary,0,Release,Smolt 1+,Toboggan Cr,Toboggan Creek H,04,35000,Coded Wire Tag,AD,35000,,,,Preliminary
BC North Coast,CDP,Toboggan Cr,CA - Smithers & Northwestern BC,Coho,Summer,Toboggan Cr,CO-33,MIDDLE SKEENA,04,Assessment,Primary,0,Release,Smolt 1+,Toboggan Cr,Toboggan Creek H,04,0,Parentage-based Tagging,N/A,35000,,,,Preliminary
BC North Coast,AFS,Victor Cr,"CA - Central Coast, Cape Caution to Caamano Sound, east to Tatla Lake",Sockeye,Fall,Lagoon Cr/CCST,SEL-19-50,RODERICK,07,Stewardship,Alternate,50000,Release,Fed Fry,Lagoon Cr/CCST,Victor Creek H,07,30000,,,,,,2021: Lagoon Cr enhancement being changed to alternate production strategy with 30K fed fry and 15K smolt targets.,Preliminary
BC North Coast,AFS,Victor Cr,"CA - Central Coast, Cape Caution to Caamano Sound, east to Tatla Lake",Sockeye,Fall,Lagoon Cr/CCST,SEL-19-50,RODERICK,07,Stewardship,Alternate,0,Release,Smolt 1+,Lagoon Cr/CCST,Victor Creek H,07,15000,,,,,,2021: Lagoon Cr enhancement being changed to alternate production strategy with 30K fed fry and 15K smolt targets.,Preliminary
BC North Coast,AFS,Victor Cr,"CA - Central Coast, Cape Caution to Caamano Sound, east to Tatla Lake",Sockeye,Fall,Mary Cv Cr,SEL-19-40,MARY COVE CREEK,07,Stewardship,Primary,50000,Release,Fed Fry,Mary Cv,Victor Creek H,07,30000,,,,,,2021: Mary Cv Creek enhancement being changed to primary production strategy with 30K smolts and 15K fed fry targets.,Preliminary
BC North Coast,AFS,Victor Cr,"CA - Central Coast, Cape Caution to Caamano Sound, east to Tatla Lake",Sockeye,Fall,Mary Cv Cr,SEL-19-40,MARY COVE CREEK,07,Stewardship,Primary,0,Release,Smolt 1+,Mary Cv,Victor Creek H,07,15000,,,,,,2021: Mary Cv Creek enhancement being changed to primary production strategy with 30K smolts and 15K fed fry targets.,Preliminary
BC South Coast,PIP,Alberni Enh Soc,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Chum,Fall,Dry Cr/SWVI,,,23,Stewardship,Primary,25000,Release,Unfed,Dry Cr/SWVI,Jake Leyenaar H,23,20000,,,,,,,Planning
BC South Coast,PIP,Alberni Enh Soc,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Chum,Fall,Kitsuksis Cr,CM-10,SOUTHWEST VANCOUVER ISLAND,23,Stewardship,Primary,250000,Release,Unfed,Dry Cr/SWVI,Jake Leyenaar H,23,20000,,,,,,,Planning
BC South Coast,PIP,Alberni Enh Soc,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Chum,Fall,Kitsuksis Cr,CM-10,SOUTHWEST VANCOUVER ISLAND,23,Stewardship,Primary,0,Release,Unfed,Kitsuksis Cr,Jake Leyenaar H,23,225000,,,,,,,Planning
BC South Coast,PIP,Alberni Enh Soc,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Chum,Fall,Rogers Cr,CM-10,SOUTHWEST VANCOUVER ISLAND,23,Stewardship,Primary,250000,Release,Unfed,Dry Cr/SWVI,Jake Leyenaar H,23,20000,,,,,,,Planning
BC South Coast,PIP,Alberni Enh Soc,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Chum,Fall,Rogers Cr,CM-10,SOUTHWEST VANCOUVER ISLAND,23,Stewardship,Primary,0,Release,Unfed,Rogers Cr,Jake Leyenaar H,23,225000,,,,,,,Planning
BC South Coast,PIP,Alberni Enh Soc,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Coho,Fall,Bear Cr/SWVI,CO-17,WEST VANCOUVER ISLAND,23,Stewardship,Primary,40000,Release,Unfed,Bear Cr/SWVI,Jake Leyenaar H,23,32400,,,,,,,Planning
BC South Coast,PIP,Alberni Enh Soc,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Coho,Fall,Beaver Cr Low/SWVI,CO-17,WEST VANCOUVER ISLAND,23,Stewardship,Primary,16000,Release,Fed Fry,Beaver Cr Low/SWVI,Jake Leyenaar H,23,13500,,,,,,,Planning
BC South Coast,PIP,Alberni Enh Soc,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Coho,Fall,Deer Cr,CO-17,WEST VANCOUVER ISLAND,23,Stewardship,Primary,30000,Release,Unfed,Deer Cr,Jake Leyenaar H,23,27000,,,,,,,Planning
BC South Coast,PIP,Alberni Enh Soc,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Coho,Fall,Dry Cr/SWVI,CO-17,WEST VANCOUVER ISLAND,23,Stewardship,Primary,17000,Release,Unfed,Dry Cr/SWVI,Jake Leyenaar H,23,15000,,,,,,,Planning
BC South Coast,PIP,Alberni Enh Soc,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Coho,Fall,Hal Cr,CO-17,WEST VANCOUVER ISLAND,23,Stewardship,Primary,15000,Release,Unfed,Hal Cr,Jake Leyenaar H,23,12150,,,,,,,Planning
BC South Coast,PIP,Alberni Enh Soc,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Coho,Fall,Kitsuksis Cr,CO-17,WEST VANCOUVER ISLAND,23,,Primary,90000,Transfer Out,Egg,Alberni Sch,Alberni Schools,,1500,,,,,,,Planning
BC South Coast,PIP,Alberni Enh Soc,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Coho,Fall,Kitsuksis Cr,CO-17,WEST VANCOUVER ISLAND,23,Stewardship,Alternate,90000,Release,Unfed,Beaver Cr Low/SWVI,Jake Leyenaar H,23,13500,,,,,,,Planning
BC South Coast,PIP,Alberni Enh Soc,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Coho,Fall,Kitsuksis Cr,CO-17,WEST VANCOUVER ISLAND,23,Stewardship,Alternate,0,Release,Unfed,Greig Cr/SWVI,Jake Leyenaar H,23,4050,,,,,,,Planning
BC South Coast,PIP,Alberni Enh Soc,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Coho,Fall,Kitsuksis Cr,CO-17,WEST VANCOUVER ISLAND,23,Stewardship,Alternate,0,Release,Unfed,Hal Cr,Jake Leyenaar H,23,12150,,,,,,,Planning
BC South Coast,PIP,Alberni Enh Soc,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Coho,Fall,Kitsuksis Cr,CO-17,WEST VANCOUVER ISLAND,23,Stewardship,Primary,0,Release,Unfed,Kitsuksis Cr,Jake Leyenaar H,23,85000,,,,,,Dependent on assessment of natural production.,Planning
BC South Coast,PIP,Alberni Enh Soc,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Coho,Fall,Kitsuksis Cr,CO-17,WEST VANCOUVER ISLAND,23,Stewardship,Alternate,0,Release,Unfed,Lugrin Cr,Jake Leyenaar H,23,4050,,,,,,,Planning
BC South Coast,PIP,Alberni Enh Soc,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Coho,Fall,Kitsuksis Cr,CO-17,WEST VANCOUVER ISLAND,23,Stewardship,Alternate,0,Release,Unfed,Plested Cr,Jake Leyenaar H,23,10000,,,,,,,Planning
BC South Coast,PIP,Alberni Enh Soc,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Coho,Fall,Kitsuksis Cr,CO-17,WEST VANCOUVER ISLAND,23,Stewardship,Alternate,0,Release,Unfed,Rogers Cr,Jake Leyenaar H,23,45000,,,,,,,Planning
BC South Coast,PIP,Alberni Enh Soc,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Coho,Fall,Plested Cr,CO-17,WEST VANCOUVER ISLAND,23,Stewardship,Primary,15000,Release,Unfed,Plested Cr,Jake Leyenaar H,23,13500,,,,,,,Planning
BC South Coast,PIP,Alberni Enh Soc,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Coho,Fall,Rogers Cr,CO-17,WEST VANCOUVER ISLAND,23,Stewardship,Primary,50000,Release,Unfed,Rogers Cr,Jake Leyenaar H,23,45000,,,,,,Dependent on assessment of natural production.,Planning
BC South Coast,PIP,Alberni Enh Soc,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Coho,Fall,Spaht Cr,CO-17,WEST VANCOUVER ISLAND,23,Stewardship,Primary,10000,Release,Unfed,Spaht Cr,Jake Leyenaar H,23,8100,,,,,,,Planning
BC South Coast,PIP,Alberni Sch,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Coho,Fall,Kitsuksis Cr,CO-17,WEST VANCOUVER ISLAND,23,,Primary,0,Transfer In,Egg,Alberni Enh Soc,Jake Leyenaar H,,1500,,,,,,,Planning
BC South Coast,PIP,Alberni Sch,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Coho,Fall,Kitsuksis Cr,CO-17,WEST VANCOUVER ISLAND,23,Education,Primary,0,Release,Fed Fry,Kitsuksis Cr,Alberni Schools,23,1500,,,,,,,Planning
BC South Coast,PIP,Alberni Sch,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Coho,Fall,Kootowis Cr,CO-18,CLAYOQUOT,24,,Primary,0,Transfer In,Egg,Tofino,Tofino H,,400,,,,,,,Planning
BC South Coast,PIP,Alberni Sch,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Coho,Fall,Kootowis Cr,CO-18,CLAYOQUOT,24,Education,Primary,0,Release,Unfed,Kootowis Cr,Alberni Schools,24,400,,,,,,,Planning
BC South Coast,OPS,Big Qualicum R,WEM - Big Qualicum Hatchery,Chinook,Fall,Big Qualicum R,CK-27,EAST VANCOUVER ISLAND-QUALICUM & PUNTLEDGE_FA_0.x,14,,Alternate,900500,Transfer Out,Egg,Powell R,Lang Creek H,,800000,,,,,,,Planning
BC South Coast,OPS,Big Qualicum R,WEM - Big Qualicum Hatchery,Chinook,Fall,Big Qualicum R,CK-27,EAST VANCOUVER ISLAND-QUALICUM & PUNTLEDGE_FA_0.x,14,,Alternate,0,Transfer Out,Egg,Sliammon R,Sliammon River H,,105000,,,,,,,Planning
BC South Coast,OPS,Big Qualicum R,WEM - Big Qualicum Hatchery,Chinook,Fall,Big Qualicum R,CK-27,EAST VANCOUVER ISLAND-QUALICUM & PUNTLEDGE_FA_0.x,14,Assessment/Harvest,Primary,0,Release,Smolt 0+,Big Qualicum R,Big Qualicum River H,14,3000000,Coded Wire Tag,AD,240000,,,"2021: Increased production of delayed group from 100,000 to 1,000,000, with expected increase in returns from improved marine survival with PROPOSED commensurate reduction in production group of 500,000.",Planning
BC South Coast,OPS,Big Qualicum R,WEM - Big Qualicum Hatchery,Chinook,Fall,Big Qualicum R,CK-27,EAST VANCOUVER ISLAND-QUALICUM & PUNTLEDGE_FA_0.x,14,Assessment/Harvest,Primary,3500000,Release,Smolt 0+,Big Qualicum R,Big Qualicum River H,14,0,Parentage-based Tagging,N/A,3000000,,,,Planning
BC South Coast,OPS,Big Qualicum R,WEM - Big Qualicum Hatchery,Chum,Fall,Big Qualicum R,CM-4,GEORGIA STRAIT,14,Harvest,Primary,123200000,Release,Chan Fry,Big Qualicum R,Big Qualicum River H,14,49795200,,,,,,,Planning
BC South Coast,OPS,Big Qualicum R,WEM - Big Qualicum Hatchery,Coho,Fall,Big Qualicum R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,14,,Primary,440000,Transfer Out,Egg,Comox Valley Sch,Comox Valley Schools,,100,,,,,,,Planning
BC South Coast,OPS,Big Qualicum R,WEM - Big Qualicum Hatchery,Coho,Fall,Big Qualicum R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,14,,Primary,0,Transfer Out,Egg,Qualicum Sch,Qualicum Schools,,1000,,,,,,,Planning
